1346438312626|1577664000000|false|1030792151558|0.0.0.140|0|yes|3
1346455620209|1577664000000|false|1030792151559|0.0.0.147|3|thanks|6
1346438351525|1577664000000|false|1030792151560|0.0.0.140|0|LOL|3
1346468146226|1577664000000|false|1030792151561|0.0.0.127|2|I see|5
1346442593471|1577664000000|false|1030792151562|0.0.0.127|2|fine|4
1346438317626|1577664000000|false|1030792151563|0.0.0.97|3|right|5
1346437452597|1577664000000|false|1030792151564|0.0.0.124|1|About Wolfgang Amadeus Mozart, among the mosAbout Janis Joplin, ust Me, Merce|77
1346477894053|1577664000000|false|1030792151565|0.0.0.107|2|good|4
1346462489766|1577664000000|false|1030792151566|0.0.0.159|2|no|2
1346467945067|1577664000000|false|1030792151567|0.0.0.140|0|About Isabella I of Castile, political unificatioAbout William Shakespeare,  a|79
1346529106211|1577664000000|false|1030792151568|0.0.0.159|2|cool|4
1346471442987|1577664000000|false|1030792151569|0.0.0.125|1|About Commonwealth of England, and and Scotland from 1649 to 1660. Between 1About The Blu|89
1346469987372|1577664000000|false|1030792151570|0.0.0.140|0|good|4
1346476463908|1577664000000|false|1030792151571|0.0.0.41|1|thx|3
1346491659890|1577664000000|false|1030792151572|0.0.0.124|1|About Kurt Vonnegut, nion and a criticalAbout A Little Less Conversation,|74
1346442571833|1577664000000|false|1030792151573|0.0.0.127|2|good|4
1345778125844|1577664000000|false|1030792151575|0.0.0.159|2|duh|3
1345752441673|1577664000000|false|1030792151576|0.0.0.147|3|About Jermaine Dupri, i or JD, is an American record producerAbout Never Too|77
1345790488565|1577664000000|false|1030792151577|0.0.0.147|3|fine|4
1345773495724|1577664000000|false|1030792151578|0.0.0.127|2|About Wolfgang Amadeus Mozart,  He was survived by his wife ConstanzeAbout|75
1345771889809|1577664000000|false|1030792151579|0.0.0.159|2|About Never Too Far/Hero Medley, several charitable events. Carey performed the medley liveAbout More Fish, n Hi-T|114
1345778684156|1577664000000|false|1030792151580|0.0.0.159|2|no|2
1345834705568|1577664000000|false|1030792151581|0.0.0.124|1|great|5
1345780932409|1577664000000|false|1030792151582|0.0.0.215|1|About Wolfgang Amadeus Mozart, annes Chrysostomus Wolfgangus TheophAbout Giving You the Best That I Got, a|106
1345776226463|1577664000000|false|1030792151583|0.0.0.97|3|About Vojvodina, rthern part of the country, in the Pannonian Plain of Central Europe. Its|91
1345770448554|1577664000000|false|1030792151584|0.0.0.97|3|cool|4
1345752675472|1577664000000|false|1030792151585|0.0.0.159|2|roflol|6
1345770080647|1577664000000|false|1030792151586|0.0.0.36|3|cool|4
1345798510479|1577664000000|false|1030792151587|0.0.0.215|1|About Andrew Johnson, ons directing the seceded states to hold coAbout Giving You th|84
1345836693183|1577664000000|false|1030792151588|0.0.0.159|2|About Tupac Shakur, s of most of Tupac's songs are the violence and hardship in i|81
1345834571105|1577664000000|false|1030792151589|0.0.0.140|0|no|2
1345830682208|1577664000000|false|1030792151590|0.0.0.253|0|LOL|3
1341209273870|1577664000000|false|962072674856|0.0.0.97|3|ok|2
1341214887242|1577664000000|false|962072674857|0.0.0.159|2|thanks|6
1341213400537|1577664000000|false|962072674858|0.0.0.221|2|About Wolfgang Amadeus Mozart, od in Salzburg. About John Legend, t Know My N|77
1341227443970|1577664000000|false|962072674859|0.0.0.97|3|yes|3
1341219665378|1577664000000|false|962072674860|0.0.0.97|3|About Pope Benedict XVI,  Inauguration Mass on 24 April 2005, and tookAbout Augustus,  tribune of the plebs and censor. He was consAbout Edgar Allan Poe, nces Allan, of Richmond,|179
1341232686559|1577664000000|false|962072674861|0.0.0.159|2|About Wolfgang Amadeus Mozart, burg. Already About John Legend, l of the LightAbo|81
1341252963788|1577664000000|false|962072674862|0.0.0.215|1|LOL|3
1341292654327|1577664000000|false|962072674863|0.0.0.124|1|good|4
1341232270643|1577664000000|false|962072674864|0.0.0.97|3|yes|3
1341236171868|1577664000000|false|962072674865|0.0.0.159|2|maybe|5
1341226282214|1577664000000|false|962072674866|0.0.0.215|1|About Edgar Allan Poe,  In January 1845 Poe published his pAbout Norway, arts of the British Isles, Iceland|107
1341234191796|1577664000000|false|962072674867|0.0.0.215|1|About Edgar Allan Poe, de, tuberculosis, and otherAbout The Gambia, minated by|78
1341232881337|1577664000000|false|962072674868|0.0.0.215|1|About Wolfgang Amadeus Mozart, y his wife CoAbout Alpocalypse, nth studio alAbout Virtu|87
1341245175048|1577664000000|false|962072674869|0.0.0.215|1|ok|2
1341226295445|1577664000000|false|962072674870|0.0.0.124|1|About Beck, ssassination in 1170. It contains many hisAbout Slovenia, nal character|83
1341240995073|1577664000000|false|962072674871|0.0.0.97|3|roflol|6
1342530732393|1577664000000|false|1030792152545|0.0.0.159|2|About Celia Cruz, areer living in New Jersey, and working inAbout Palestinian terri|83
1342564315230|1577664000000|false|1030792152546|0.0.0.107|2|cool|4
1342512105397|1577664000000|false|1030792152547|0.0.0.107|2|About France, r 1712 – 3 May 1764) was an Italian polymath, philosopher, poet, essay|84
1342512606278|1577664000000|false|1030792152548|0.0.0.107|2|LOL|3
1342535455882|1577664000000|false|1030792152549|0.0.0.107|2|About Celia Cruz, Cuba. She spent much of her career livingAbout Rebel Without a|81
1342518674006|1577664000000|false|1030792152550|0.0.0.107|2|good|4
1318817654265|1577664000000|false|687194768872|0.0.0.125|1|I see|5
1318814698082|1577664000000|false|687194768873|0.0.0.189|1|About Muammar Gaddafi, f the RevAbout Muhammad Ali, ed as a tAbout Kenny Rogers,  p|83
1318756167922|1577664000000|false|687194768874|0.0.0.125|1|About Silvio Berlusconi, d a conflict ofAbout Kenny Rogers,  United States About Paul|85
1318804290894|1577664000000|false|687194768875|0.0.0.125|1|About Muammar Gaddafi,  MutharikaAbout Kenny Rogers, appearanceAbout Ted Kennedy, m were a|90
1318838525520|1577664000000|false|687194768876|0.0.0.125|1|good|4
1318839134191|1577664000000|false|687194768877|0.0.0.125|1|great|5
1318814159726|1577664000000|false|687194768878|0.0.0.125|1|no way!|7
1318772310925|1577664000000|false|687194768879|0.0.0.125|1|cool|4
1318763452560|1577664000000|false|687194768880|0.0.0.125|1|About Haile Selassie I, he heir to a dyAbout Muammar Gaddafi,  General PeopleAbout Kenn|87
1318809839510|1577664000000|false|687194768881|0.0.0.125|1|great|5
1318837983867|1577664000000|false|687194768882|0.0.0.125|1|About Muammar Gaddafi, ry 2009 – 31About Kenny Rogers, All-Time in About Egypt,|80
1318823442314|1577664000000|false|687194768883|0.0.0.125|1|thx|3
1355570619157|1577664000000|false|1168231106037|0.0.0.136|2|About Bourbon Restoration, tly to Paris from Elba. He was greeted with dizzy acclaim a|86
1355545457649|1577664000000|false|1168231106038|0.0.0.127|2|thanks|6
1355555069324|1577664000000|false|1168231106039|0.0.0.127|2|thx|3
1355585673099|1577664000000|false|1168231106040|0.0.0.127|2|About Frank Zappa, he abolition of censorship. Zappa was a highAbout Immanuel Kant, id|86
1355619128375|1577664000000|false|1168231106041|0.0.0.136|2|right|5
1355553530467|1577664000000|false|1168231106042|0.0.0.48|2|thanks|6
1355589273022|1577664000000|false|1168231106043|0.0.0.48|2|right|5
1341743464085|1577664000000|false|962072675837|0.0.0.147|3|yes|3
1341724766196|1577664000000|false|962072675838|0.0.0.48|2|no|2
1341789004531|1577664000000|false|962072675839|0.0.0.207|1|About Nicolas Cage, ll New Orleans (2009), Kick-Ass (2010), About Come to Dadd|78
1341789184167|1577664000000|false|962072675840|0.0.0.237|1|maybe|5
1341790322335|1577664000000|false|962072675841|0.0.0.142|0|thanks|6
1341730859031|1577664000000|false|962072675842|0.0.0.207|1|I see|5
1341721597116|1577664000000|false|962072675843|0.0.0.147|3|ok|2
1341790216541|1577664000000|false|962072675844|0.0.0.142|0|About Nicolas Cage, ce/Off (1997), Gone in 60 SeAbout Girl All the Bad Guys Want,|81
1346158834388|1577664000000|false|1030792152582|0.0.0.142|0|About Judy Davis, dows. Davis first came to attention for her About Friedrich Engels, was later published as the fourth volume of About Jackie Chan, e the 1960s and has appea|174
1346227509022|1577664000000|false|1030792152583|0.0.0.48|2|LOL|3
1346200391440|1577664000000|false|1030792152584|0.0.0.47|0|thx|3
1346172261457|1577664000000|false|1030792152585|0.0.0.77|2|About Friedrich Engels, vember 1820 – 5 August 1895) waAbout H. P. Lovecraft, ecraft was r|90
1346227785050|1577664000000|false|1030792152586|0.0.0.142|0|About Henry IV of France, the Bourbon branch of the Capetian dyAbout Friedrich Engels, ngland, based on personal observationAbout Rainer Schüttler,|147
1346185108234|1577664000000|false|1030792152587|0.0.0.115|1|no way!|7
1346169169741|1577664000000|false|1030792152588|0.0.0.48|2|no way!|7
1346187919493|1577664000000|false|1030792152589|0.0.0.124|1|About Yevgeny Kafelnikov,  at the same Grand Slam toAbout H. P. Lovecraft,|75
1339547362075|1577664000000|false|962072675857|0.0.0.77|2|ok|2
1339579502269|1577664000000|false|962072675858|0.0.0.48|2|About Arnaud Clément, is best achievement About J. R. R. Tolkien, lologist,|76
1339637168098|1577664000000|false|962072675859|0.0.0.207|1|fine|4
1339511607658|1577664000000|false|962072675860|0.0.0.142|0|maybe|5
1339595721067|1577664000000|false|962072675861|0.0.0.77|2|About Arnaud Clément, best achievement is reachiAbout J. R. R. Tolkien, term legendarium to the laAbout Adam Smith, sNotable ideas Classical eAbout Gene|152
1339582936756|1577664000000|false|962072675862|0.0.0.48|2|no|2
1339597699627|1577664000000|false|962072675863|0.0.0.229|0|great|5
1339597283379|1577664000000|false|962072675864|0.0.0.47|0|About J. R. R. Tolkien, the informal liAbout Samuel Taylor Coleridge, elie|74
1345799153665|1577664000000|false|1030792152798|0.0.0.31|0|LOL|3
1345808620327|1577664000000|false|1030792152799|0.0.0.215|1|ok|2
1345873484723|1577664000000|false|1030792152800|0.0.0.36|2|great|5
1345799312402|1577664000000|false|1030792152801|0.0.0.36|2|great|5
1345818012562|1577664000000|false|1030792152802|0.0.0.215|1|maybe|5
1345828277013|1577664000000|false|1030792152803|0.0.0.215|1|duh|3
1345840161604|1577664000000|false|1030792152804|0.0.0.36|2|no way!|7
1345842728146|1577664000000|false|1030792152805|0.0.0.107|2|About Wolfgang Amadeus Mozart, ions of the RequieAbout Mick Jagger, xed reception. In A|87
1345857944243|1577664000000|false|1030792152806|0.0.0.36|2|no way!|7
1345848288199|1577664000000|false|1030792152807|0.0.0.36|2|right|5
1345799163680|1577664000000|false|1030792152808|0.0.0.31|0|good|4
1345799682301|1577664000000|false|1030792152809|0.0.0.31|0|no|2
1345851260799|1577664000000|false|1030792152810|0.0.0.215|1|thanks|6
1345799308987|1577664000000|false|1030792152811|0.0.0.252|1|About Pope John Paul II, of his predecessAbout Mick Jagger, t the career of|76
1345821177692|1577664000000|false|1030792152812|0.0.0.107|2|thanks|6
1345800545710|1577664000000|false|1030792152813|0.0.0.252|1|yes|3
1347791284980|1577664000000|false|1099511629551|0.0.0.252|1|great|5
1347791401462|1577664000000|false|1099511629552|0.0.0.107|2|thx|3
1347824917059|1577664000000|false|1099511629553|0.0.0.36|2|no way!|7
1347852276451|1577664000000|false|1099511629554|0.0.0.31|0|About Khalid Sheikh Mohammed, er the last tweAbout God Bless America, ices|74
1347791471134|1577664000000|false|1099511629555|0.0.0.107|2|thx|3
1347892099229|1577664000000|false|1099511629556|0.0.0.252|1|About America the Beautiful,  1910 and titleAbout God Bless America, n by|74
1347865958047|1577664000000|false|1099511629557|0.0.0.215|1|yes|3
1347901831832|1577664000000|false|1099511629558|0.0.0.107|2|About Muhammad Ali Jinnah, lim state asAbout Khalid Sheikh Mohammed, he Richard R|81
1347807105875|1577664000000|false|1099511629560|0.0.0.36|2|About Ted Kennedy, m were among his beAbout Emmylou Harris,  albums and sin|75
1347847415654|1577664000000|false|1099511629561|0.0.0.252|1|no|2
1347813322540|1577664000000|false|1099511629562|0.0.0.31|0|right|5
1347807262954|1577664000000|false|1099511629563|0.0.0.107|2|yes|3
